Time Base:1s
Sampling Rate:4kSa/s
Amplitude:1.00V
Amplitude resolution:40.00mV
Data Uint:mv
Data points:64000
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.80E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.80E+03
  3.84E+03
  3.92E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.92E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.80E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.92E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.92E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.92E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.80E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.80E+03
  3.84E+03
  3.80E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.92E+03
  3.88E+03
  3.80E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.80E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.80E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.88E+03
  3.84E+03
  3.84E+03
