Record Length,15000,,Source,CH1,CH2
Sample Interval,40000.0000000000000,,Second,Volt,Volt
,,,19200000.00000000000,5.12000,4.12000
,,,19240000.00000000000,5.08000,4.08000
,,,19280000.00000000000,5.12000,4.08000
,,,19320000.00000000000,5.12000,4.12000
,,,19360000.00000000000,5.12000,4.12000
,,,19400000.00000000000,5.12000,4.08000
,,,19440000.00000000000,5.12000,4.12000
,,,19480000.00000000000,5.12000,4.12000
,,,19520000.00000000000,5.16000,4.08000
,,,19560000.00000000000,5.08000,4.12000
,,,19600000.00000000000,5.12000,4.08000
,,,19640000.00000000000,5.16000,4.08000
,,,19680000.00000000000,5.04000,4.08000
,,,19720000.00000000000,5.12000,4.12000
,,,19760000.00000000000,5.12000,4.08000
,,,19800000.00000000000,5.12000,4.04000
,,,19840000.00000000000,5.12000,4.00000
,,,19880000.00000000000,5.08000,4.12000
,,,19920000.00000000000,5.12000,4.12000
,,,19960000.00000000000,5.12000,4.12000
,,,20000000.00000000000,5.12000,4.12000
,,,20040000.00000000000,5.12000,4.12000
,,,20080000.00000000000,5.12000,4.08000
,,,20120000.00000000000,5.12000,4.08000
,,,20160000.00000000000,5.12000,4.08000
,,,20200000.00000000000,5.16000,4.12000
,,,20240000.00000000000,5.04000,4.08000
,,,20280000.00000000000,5.12000,4.08000
,,,20320000.00000000000,5.08000,4.12000
,,,20360000.00000000000,5.12000,4.12000
,,,20400000.00000000000,5.12000,4.12000
,,,20440000.00000000000,5.12000,4.12000
,,,20480000.00000000000,5.08000,4.12000
,,,20520000.00000000000,5.12000,4.08000
,,,20560000.00000000000,5.16000,4.12000
,,,20600000.00000000000,5.12000,4.08000
,,,20640000.00000000000,5.16000,4.08000
,,,20680000.00000000000,5.12000,4.08000
,,,20720000.00000000000,5.12000,4.12000
,,,20760000.00000000000,5.16000,4.08000
,,,20800000.00000000000,5.08000,4.12000
,,,20840000.00000000000,5.16000,4.08000
,,,20880000.00000000000,5.12000,4.12000
,,,20920000.00000000000,5.12000,4.12000
,,,20960000.00000000000,5.12000,4.12000
,,,21000000.00000000000,5.16000,4.12000
,,,21040000.00000000000,5.12000,4.12000
,,,21080000.00000000000,5.12000,4.08000
,,,21120000.00000000000,5.16000,4.12000
,,,21160000.00000000000,5.12000,4.08000
,,,21200000.00000000000,5.16000,4.12000
,,,21240000.00000000000,5.12000,4.08000
,,,21280000.00000000000,5.12000,4.08000
,,,21320000.00000000000,5.12000,4.08000
,,,21360000.00000000000,5.12000,4.08000
,,,21400000.00000000000,5.12000,4.08000
,,,21440000.00000000000,5.12000,4.12000
,,,21480000.00000000000,5.16000,4.12000
,,,21520000.00000000000,5.08000,4.12000
,,,21560000.00000000000,5.12000,4.08000
,,,21600000.00000000000,5.16000,4.12000
,,,21640000.00000000000,5.12000,4.12000
,,,21680000.00000000000,5.12000,4.08000
,,,21720000.00000000000,5.12000,4.12000
,,,21760000.00000000000,5.12000,4.12000
,,,21800000.00000000000,5.12000,4.12000
,,,21840000.00000000000,5.12000,4.08000
,,,21880000.00000000000,5.12000,4.12000
,,,21920000.00000000000,5.12000,4.12000
,,,21960000.00000000000,5.12000,4.12000
,,,22000000.00000000000,5.12000,4.04000
,,,22040000.00000000000,5.12000,4.08000
,,,22080000.00000000000,5.12000,4.08000
,,,22120000.00000000000,5.16000,4.12000
,,,22160000.00000000000,5.12000,4.12000
,,,22200000.00000000000,5.12000,4.12000
,,,22240000.00000000000,5.08000,4.08000
,,,22280000.00000000000,5.12000,4.08000
,,,22320000.00000000000,5.12000,4.12000
,,,22360000.00000000000,5.16000,4.12000
,,,22400000.00000000000,5.12000,4.08000
,,,22440000.00000000000,5.08000,4.12000
,,,22480000.00000000000,5.12000,4.12000
,,,22520000.00000000000,5.12000,4.12000
,,,22560000.00000000000,5.16000,4.04000
,,,22600000.00000000000,5.12000,4.04000
,,,22640000.00000000000,5.12000,4.08000
,,,22680000.00000000000,5.12000,4.08000
,,,22720000.00000000000,5.12000,4.04000
,,,22760000.00000000000,5.08000,4.12000
,,,22800000.00000000000,5.12000,4.08000
,,,22840000.00000000000,5.12000,4.08000
,,,22880000.00000000000,5.12000,4.12000
,,,22920000.00000000000,5.16000,4.12000
,,,22960000.00000000000,5.12000,4.12000
,,,23000000.00000000000,5.16000,4.12000
,,,23040000.00000000000,5.16000,4.12000
,,,23080000.00000000000,5.12000,4.12000
,,,23120000.00000000000,5.16000,4.12000
,,,23160000.00000000000,5.12000,4.08000
,,,23200000.00000000000,5.16000,4.04000
,,,23240000.00000000000,5.12000,4.08000
,,,23280000.00000000000,5.12000,4.12000
,,,23320000.00000000000,5.08000,4.12000
,,,23360000.00000000000,5.16000,4.12000
,,,23400000.00000000000,5.12000,4.08000
,,,23440000.00000000000,5.12000,4.08000
,,,23480000.00000000000,5.08000,4.12000
,,,23520000.00000000000,5.12000,4.08000
,,,23560000.00000000000,5.08000,4.12000
,,,23600000.00000000000,5.04000,4.12000
,,,23640000.00000000000,5.12000,4.12000
,,,23680000.00000000000,5.12000,4.08000
,,,23720000.00000000000,5.12000,4.12000
,,,23760000.00000000000,5.12000,4.04000
,,,23800000.00000000000,5.12000,4.12000
,,,23840000.00000000000,5.16000,4.12000
,,,23880000.00000000000,5.16000,4.08000
,,,23920000.00000000000,5.16000,4.04000
,,,23960000.00000000000,5.16000,4.04000
,,,24000000.00000000000,5.16000,4.08000
,,,24040000.00000000000,5.04000,4.12000
,,,24080000.00000000000,5.12000,4.12000
,,,24120000.00000000000,5.16000,4.04000
,,,24160000.00000000000,5.12000,4.08000
,,,24200000.00000000000,5.08000,4.12000
,,,24240000.00000000000,5.12000,4.12000
,,,24280000.00000000000,5.12000,4.12000
,,,24320000.00000000000,5.12000,4.12000
,,,24360000.00000000000,5.12000,4.08000
,,,24400000.00000000000,5.12000,4.08000
,,,24440000.00000000000,5.12000,4.12000
,,,24480000.00000000000,5.12000,4.08000
,,,24520000.00000000000,5.04000,4.12000
,,,24560000.00000000000,5.16000,4.08000
,,,24600000.00000000000,5.12000,4.08000
,,,24640000.00000000000,5.16000,4.08000
,,,24680000.00000000000,5.12000,4.04000
,,,24720000.00000000000,5.08000,4.08000
,,,24760000.00000000000,5.12000,4.04000
,,,24800000.00000000000,5.08000,4.12000
,,,24840000.00000000000,5.16000,4.08000
,,,24880000.00000000000,5.04000,4.08000
,,,24920000.00000000000,5.16000,4.12000
,,,24960000.00000000000,5.16000,4.12000
,,,25000000.00000000000,5.12000,4.12000
,,,25040000.00000000000,5.12000,4.12000
,,,25080000.00000000000,5.12000,4.12000
,,,25120000.00000000000,5.12000,4.12000
,,,25160000.00000000000,5.12000,4.08000
,,,25200000.00000000000,5.16000,4.08000
,,,25240000.00000000000,5.12000,4.08000
,,,25280000.00000000000,5.16000,4.12000
,,,25320000.00000000000,5.12000,4.04000
,,,25360000.00000000000,5.12000,4.08000
,,,25400000.00000000000,5.12000,4.08000
,,,25440000.00000000000,5.08000,4.12000
,,,25480000.00000000000,5.16000,4.08000
,,,25520000.00000000000,5.12000,4.08000
,,,25560000.00000000000,5.16000,4.12000
,,,25600000.00000000000,5.12000,4.12000
,,,25640000.00000000000,5.16000,4.12000
,,,25680000.00000000000,5.12000,4.08000
,,,25720000.00000000000,5.08000,4.08000
,,,25760000.00000000000,5.12000,4.12000
,,,25800000.00000000000,5.08000,4.08000
,,,25840000.00000000000,5.12000,4.12000
,,,25880000.00000000000,5.08000,4.12000
,,,25920000.00000000000,5.12000,4.12000
,,,25960000.00000000000,5.12000,4.12000
,,,26000000.00000000000,5.12000,4.08000
,,,26040000.00000000000,5.12000,4.12000
,,,26080000.00000000000,5.12000,4.08000
,,,26120000.00000000000,5.20000,4.12000
,,,26160000.00000000000,5.12000,4.08000
,,,26200000.00000000000,5.12000,4.08000
,,,26240000.00000000000,5.12000,4.12000
,,,26280000.00000000000,5.08000,4.12000
,,,26320000.00000000000,5.12000,4.04000
,,,26360000.00000000000,5.12000,4.08000
,,,26400000.00000000000,5.16000,4.08000
,,,26440000.00000000000,5.12000,4.08000
,,,26480000.00000000000,5.12000,4.12000
,,,26520000.00000000000,5.12000,4.08000
,,,26560000.00000000000,5.12000,4.08000
,,,26600000.00000000000,5.12000,4.08000
,,,26640000.00000000000,5.08000,4.12000
,,,26680000.00000000000,5.12000,4.08000
,,,26720000.00000000000,5.08000,4.08000
,,,26760000.00000000000,5.12000,4.12000
,,,26800000.00000000000,5.12000,4.12000
,,,26840000.00000000000,5.12000,4.08000
,,,26880000.00000000000,5.12000,4.08000
,,,26920000.00000000000,5.12000,4.08000
,,,26960000.00000000000,5.12000,4.08000
,,,27000000.00000000000,5.04000,4.12000
,,,27040000.00000000000,5.12000,4.12000
,,,27080000.00000000000,5.12000,4.08000
,,,27120000.00000000000,5.12000,4.12000
,,,27160000.00000000000,5.12000,4.12000
,,,27200000.00000000000,5.12000,4.12000
,,,27240000.00000000000,5.16000,4.12000
,,,27280000.00000000000,5.12000,4.12000
,,,27320000.00000000000,5.12000,4.12000
,,,27360000.00000000000,5.08000,4.12000
,,,27400000.00000000000,5.12000,4.12000
,,,27440000.00000000000,5.16000,4.12000
,,,27480000.00000000000,5.12000,4.08000
,,,27520000.00000000000,5.12000,4.08000
,,,27560000.00000000000,5.12000,4.12000
,,,27600000.00000000000,5.12000,4.12000
,,,27640000.00000000000,5.16000,4.04000
,,,27680000.00000000000,5.12000,4.04000
,,,27720000.00000000000,5.04000,4.12000
,,,27760000.00000000000,5.12000,4.08000
,,,27800000.00000000000,5.12000,4.08000
,,,27840000.00000000000,5.12000,4.12000
,,,27880000.00000000000,5.12000,4.12000
,,,27920000.00000000000,5.16000,4.08000
,,,27960000.00000000000,5.16000,4.08000
,,,28000000.00000000000,5.08000,4.08000
,,,28040000.00000000000,5.16000,4.12000
,,,28080000.00000000000,5.12000,4.12000
,,,28120000.00000000000,5.12000,4.12000
,,,28160000.00000000000,5.12000,4.08000
,,,28200000.00000000000,5.12000,4.08000
,,,28240000.00000000000,5.12000,4.08000
,,,28280000.00000000000,5.12000,4.12000
,,,28320000.00000000000,5.12000,4.12000
,,,28360000.00000000000,5.12000,4.08000
,,,28400000.00000000000,5.12000,4.12000
,,,28440000.00000000000,5.04000,4.12000
,,,28480000.00000000000,5.12000,4.08000
,,,28520000.00000000000,5.04000,4.12000
,,,28560000.00000000000,5.16000,4.08000
,,,28600000.00000000000,5.12000,4.12000
,,,28640000.00000000000,5.12000,4.12000
,,,28680000.00000000000,5.12000,4.12000
,,,28720000.00000000000,5.12000,4.08000
,,,28760000.00000000000,5.16000,4.12000
,,,28800000.00000000000,5.12000,4.08000
,,,28840000.00000000000,5.12000,4.12000
,,,28880000.00000000000,5.12000,4.12000
,,,28920000.00000000000,5.12000,4.08000
,,,28960000.00000000000,5.16000,4.12000
,,,29000000.00000000000,5.12000,4.12000
,,,29040000.00000000000,5.12000,4.12000
,,,29080000.00000000000,5.08000,4.12000
,,,29120000.00000000000,5.12000,4.08000
,,,29160000.00000000000,5.12000,4.12000
,,,29200000.00000000000,5.12000,4.12000
,,,29240000.00000000000,5.12000,4.08000
,,,29280000.00000000000,5.12000,4.12000
,,,29320000.00000000000,5.12000,4.12000
,,,29360000.00000000000,5.16000,4.08000
,,,29400000.00000000000,5.12000,4.12000
,,,29440000.00000000000,5.08000,4.12000
,,,29480000.00000000000,5.12000,4.12000
,,,29520000.00000000000,5.12000,4.12000
,,,29560000.00000000000,5.12000,4.12000
,,,29600000.00000000000,5.12000,4.08000
,,,29640000.00000000000,5.12000,4.08000
,,,29680000.00000000000,5.12000,4.08000
,,,29720000.00000000000,5.04000,4.12000
,,,29760000.00000000000,5.12000,4.08000
,,,29800000.00000000000,5.12000,4.12000
,,,29840000.00000000000,5.12000,4.12000
,,,29880000.00000000000,5.12000,4.12000
,,,29920000.00000000000,5.12000,4.12000
,,,29960000.00000000000,5.12000,4.12000
,,,30000000.00000000000,5.12000,4.08000
,,,30040000.00000000000,5.12000,4.08000
,,,30080000.00000000000,5.08000,4.04000
,,,30120000.00000000000,5.12000,4.08000
,,,30160000.00000000000,5.12000,4.08000
,,,30200000.00000000000,5.16000,4.12000
,,,30240000.00000000000,5.12000,4.12000
,,,30280000.00000000000,5.12000,4.12000
,,,30320000.00000000000,5.16000,4.04000
,,,30360000.00000000000,5.04000,4.08000
,,,30400000.00000000000,5.08000,4.12000
,,,30440000.00000000000,5.08000,4.12000
,,,30480000.00000000000,5.12000,4.12000
,,,30520000.00000000000,5.04000,4.12000
,,,30560000.00000000000,5.12000,4.12000
,,,30600000.00000000000,5.08000,4.12000
,,,30640000.00000000000,5.12000,4.12000
,,,30680000.00000000000,5.12000,4.12000
,,,30720000.00000000000,5.04000,4.12000
,,,30760000.00000000000,5.16000,4.08000
,,,30800000.00000000000,5.12000,4.04000
,,,30840000.00000000000,5.12000,4.08000
,,,30880000.00000000000,5.16000,4.08000
,,,30920000.00000000000,5.08000,4.08000
,,,30960000.00000000000,5.12000,4.12000
,,,31000000.00000000000,5.12000,4.12000
,,,31040000.00000000000,5.12000,4.08000
,,,31080000.00000000000,5.12000,4.12000
,,,31120000.00000000000,5.16000,4.08000
,,,31160000.00000000000,5.12000,4.08000
,,,31200000.00000000000,5.16000,4.12000
,,,31240000.00000000000,5.12000,4.12000
,,,31280000.00000000000,5.12000,4.12000
,,,31320000.00000000000,5.12000,4.08000
,,,31360000.00000000000,5.12000,4.12000
,,,31400000.00000000000,5.12000,4.12000
,,,31440000.00000000000,5.08000,4.12000
,,,31480000.00000000000,5.12000,4.12000
,,,31520000.00000000000,5.12000,4.12000
,,,31560000.00000000000,5.12000,4.12000
,,,31600000.00000000000,5.12000,4.12000
,,,31640000.00000000000,5.12000,4.12000
,,,31680000.00000000000,5.12000,4.08000
,,,31720000.00000000000,5.08000,4.04000
,,,31760000.00000000000,5.12000,4.08000
,,,31800000.00000000000,5.16000,4.08000
,,,31840000.00000000000,5.12000,4.08000
,,,31880000.00000000000,5.08000,4.08000
,,,31920000.00000000000,5.12000,4.08000
,,,31960000.00000000000,5.12000,4.08000
,,,32000000.00000000000,5.12000,4.12000
,,,32040000.00000000000,5.16000,4.12000
,,,32080000.00000000000,5.12000,4.08000
,,,32120000.00000000000,5.16000,4.12000
,,,32160000.00000000000,5.16000,4.12000
,,,32200000.00000000000,5.08000,4.12000
,,,32240000.00000000000,5.16000,4.12000
,,,32280000.00000000000,5.12000,4.12000
,,,32320000.00000000000,5.16000,4.12000
,,,32360000.00000000000,5.12000,4.12000
,,,32400000.00000000000,5.08000,4.08000
,,,32440000.00000000000,5.12000,4.08000
,,,32480000.00000000000,5.12000,4.12000
,,,32520000.00000000000,5.12000,4.12000
,,,32560000.00000000000,5.08000,4.08000
,,,32600000.00000000000,5.16000,4.08000
,,,32640000.00000000000,5.08000,4.12000
,,,32680000.00000000000,5.12000,4.04000
,,,32720000.00000000000,5.12000,4.08000
,,,32760000.00000000000,5.16000,4.08000
,,,32800000.00000000000,5.12000,4.08000
,,,32840000.00000000000,5.12000,4.08000
,,,32880000.00000000000,5.12000,4.08000
,,,32920000.00000000000,5.12000,4.12000
,,,32960000.00000000000,5.16000,4.12000
,,,33000000.00000000000,5.04000,4.12000
,,,33040000.00000000000,5.12000,4.12000
,,,33080000.00000000000,5.20000,4.04000
,,,33120000.00000000000,5.12000,4.04000
,,,33160000.00000000000,5.12000,4.08000
,,,33200000.00000000000,5.12000,4.12000
,,,33240000.00000000000,5.12000,4.12000
,,,33280000.00000000000,5.12000,4.08000
,,,33320000.00000000000,5.12000,4.08000
,,,33360000.00000000000,5.12000,4.08000
,,,33400000.00000000000,5.12000,4.12000
,,,33440000.00000000000,5.12000,4.08000
,,,33480000.00000000000,5.12000,4.08000
,,,33520000.00000000000,5.12000,4.08000
,,,33560000.00000000000,5.12000,4.08000
,,,33600000.00000000000,5.12000,4.08000
,,,33640000.00000000000,5.12000,4.08000
,,,33680000.00000000000,5.12000,4.12000
,,,33720000.00000000000,5.12000,4.12000
,,,33760000.00000000000,5.12000,4.12000
,,,33800000.00000000000,5.12000,4.08000
,,,33840000.00000000000,5.16000,4.08000
,,,33880000.00000000000,5.16000,4.12000
,,,33920000.00000000000,5.16000,4.12000
,,,33960000.00000000000,5.16000,4.12000
,,,34000000.00000000000,5.12000,4.04000
,,,34040000.00000000000,5.16000,4.04000
,,,34080000.00000000000,5.16000,4.12000
,,,34120000.00000000000,5.12000,4.08000
,,,34160000.00000000000,5.16000,4.08000
,,,34200000.00000000000,5.12000,4.08000
,,,34240000.00000000000,5.16000,4.08000
,,,34280000.00000000000,5.08000,4.12000
,,,34320000.00000000000,5.12000,4.08000
,,,34360000.00000000000,5.16000,4.08000
,,,34400000.00000000000,5.12000,4.12000
,,,34440000.00000000000,5.16000,4.08000
,,,34480000.00000000000,5.12000,4.12000
,,,34520000.00000000000,5.12000,4.08000
,,,34560000.00000000000,5.12000,4.08000
,,,34600000.00000000000,5.12000,4.08000
,,,34640000.00000000000,5.12000,4.12000
,,,34680000.00000000000,5.12000,4.04000
,,,34720000.00000000000,5.12000,4.12000
,,,34760000.00000000000,5.12000,4.04000
,,,34800000.00000000000,5.12000,4.12000
,,,34840000.00000000000,5.08000,4.08000
,,,34880000.00000000000,5.12000,4.12000
,,,34920000.00000000000,5.16000,4.04000
,,,34960000.00000000000,5.12000,4.04000
,,,35000000.00000000000,5.16000,4.08000
,,,35040000.00000000000,5.12000,4.08000
,,,35080000.00000000000,5.12000,4.12000
,,,35120000.00000000000,5.08000,4.08000
,,,35160000.00000000000,5.16000,4.12000
,,,35200000.00000000000,5.16000,4.08000
,,,35240000.00000000000,5.12000,4.12000
,,,35280000.00000000000,5.12000,4.12000
,,,35320000.00000000000,5.12000,4.08000
,,,35360000.00000000000,5.16000,4.08000
,,,35400000.00000000000,5.08000,4.08000
,,,35440000.00000000000,5.12000,4.08000
,,,35480000.00000000000,5.12000,4.04000
,,,35520000.00000000000,5.16000,4.12000
,,,35560000.00000000000,5.08000,4.12000
,,,35600000.00000000000,5.08000,4.12000
,,,35640000.00000000000,5.08000,4.12000
,,,35680000.00000000000,5.12000,4.08000
,,,35720000.00000000000,5.16000,4.08000
,,,35760000.00000000000,5.12000,4.12000
,,,35800000.00000000000,5.16000,4.08000
,,,35840000.00000000000,5.12000,4.08000
,,,35880000.00000000000,5.12000,4.08000
,,,35920000.00000000000,5.12000,4.12000
,,,35960000.00000000000,5.12000,4.12000
,,,36000000.00000000000,5.16000,4.08000
,,,36040000.00000000000,5.12000,4.12000
,,,36080000.00000000000,5.12000,4.08000
,,,36120000.00000000000,5.12000,4.08000
,,,36160000.00000000000,5.16000,4.16000
,,,36200000.00000000000,5.08000,4.08000
,,,36240000.00000000000,5.12000,4.08000
,,,36280000.00000000000,5.12000,4.12000
,,,36320000.00000000000,5.12000,4.12000
,,,36360000.00000000000,5.12000,4.08000
,,,36400000.00000000000,5.12000,4.04000
,,,36440000.00000000000,5.16000,4.12000
,,,36480000.00000000000,5.08000,4.12000
,,,36520000.00000000000,5.12000,4.08000
,,,36560000.00000000000,5.16000,4.08000
,,,36600000.00000000000,5.12000,4.08000
,,,36640000.00000000000,5.12000,4.08000
,,,36680000.00000000000,5.12000,4.12000
,,,36720000.00000000000,5.16000,4.08000
,,,36760000.00000000000,5.12000,4.08000
,,,36800000.00000000000,5.08000,4.12000
,,,36840000.00000000000,5.16000,4.12000
,,,36880000.00000000000,5.12000,4.08000
,,,36920000.00000000000,5.16000,4.12000
,,,36960000.00000000000,5.12000,4.08000
,,,37000000.00000000000,5.20000,4.12000
,,,37040000.00000000000,5.12000,4.12000
,,,37080000.00000000000,5.12000,4.12000
,,,37120000.00000000000,5.16000,4.08000
,,,37160000.00000000000,5.12000,4.12000
,,,37200000.00000000000,5.16000,4.08000
,,,37240000.00000000000,5.12000,4.12000
,,,37280000.00000000000,5.16000,4.12000
,,,37320000.00000000000,5.12000,4.16000
,,,37360000.00000000000,5.16000,4.12000
,,,37400000.00000000000,5.08000,4.12000
,,,37440000.00000000000,5.12000,4.08000
,,,37480000.00000000000,5.12000,4.12000
,,,37520000.00000000000,5.12000,4.12000
,,,37560000.00000000000,5.12000,4.12000
,,,37600000.00000000000,5.08000,4.12000
,,,37640000.00000000000,5.12000,4.12000
,,,37680000.00000000000,5.12000,4.08000
,,,37720000.00000000000,5.12000,4.12000
,,,37760000.00000000000,5.12000,4.12000
,,,37800000.00000000000,5.12000,4.08000
,,,37840000.00000000000,5.12000,4.08000
,,,37880000.00000000000,5.16000,4.12000
,,,37920000.00000000000,5.16000,4.08000
,,,37960000.00000000000,5.16000,4.08000
,,,38000000.00000000000,5.12000,4.08000
,,,38040000.00000000000,5.12000,4.08000
,,,38080000.00000000000,5.16000,4.08000
,,,38120000.00000000000,5.12000,4.08000
,,,38160000.00000000000,5.12000,4.08000
,,,38200000.00000000000,5.12000,4.08000
,,,38240000.00000000000,5.08000,4.08000
,,,38280000.00000000000,5.12000,4.08000
,,,38320000.00000000000,5.08000,4.12000
,,,38360000.00000000000,5.12000,4.04000
,,,38400000.00000000000,5.12000,4.12000
,,,38440000.00000000000,5.12000,4.08000
,,,38480000.00000000000,5.12000,4.12000
,,,38520000.00000000000,5.12000,4.12000
,,,38560000.00000000000,5.12000,4.08000
,,,38600000.00000000000,5.12000,4.12000
,,,38640000.00000000000,5.12000,4.08000
,,,38680000.00000000000,5.12000,4.08000
,,,38720000.00000000000,5.16000,4.08000
,,,38760000.00000000000,5.08000,4.04000
,,,38800000.00000000000,5.12000,4.12000
,,,38840000.00000000000,5.16000,4.08000
,,,38880000.00000000000,5.12000,4.12000
,,,38920000.00000000000,5.12000,4.08000
,,,38960000.00000000000,5.12000,4.08000
,,,39000000.00000000000,5.20000,4.12000
,,,39040000.00000000000,5.12000,4.12000
,,,39080000.00000000000,5.12000,4.12000
,,,39120000.00000000000,5.12000,4.08000
,,,39160000.00000000000,5.12000,4.08000
,,,39200000.00000000000,5.12000,4.12000
,,,39240000.00000000000,5.12000,4.08000
,,,39280000.00000000000,5.16000,4.08000
,,,39320000.00000000000,5.08000,4.08000
,,,39360000.00000000000,5.12000,4.12000
,,,39400000.00000000000,5.08000,4.08000
,,,39440000.00000000000,5.16000,4.12000
,,,39480000.00000000000,5.12000,4.08000
,,,39520000.00000000000,5.12000,4.12000
,,,39560000.00000000000,5.12000,4.08000
,,,39600000.00000000000,5.08000,4.12000
,,,39640000.00000000000,5.12000,4.12000
,,,39680000.00000000000,5.12000,4.12000
,,,39720000.00000000000,5.12000,4.12000
,,,39760000.00000000000,5.08000,4.12000
,,,39800000.00000000000,5.12000,4.12000
,,,39840000.00000000000,5.12000,4.12000
,,,39880000.00000000000,5.16000,4.08000
,,,39920000.00000000000,5.12000,4.08000
,,,39960000.00000000000,5.12000,4.08000
,,,40000000.00000000000,5.20000,4.12000
,,,40040000.00000000000,5.12000,4.12000
,,,40080000.00000000000,5.12000,4.08000
,,,40120000.00000000000,5.12000,4.12000
,,,40160000.00000000000,5.12000,4.12000
,,,40200000.00000000000,5.12000,4.12000
,,,40240000.00000000000,5.08000,4.12000
,,,40280000.00000000000,5.12000,4.12000
,,,40320000.00000000000,5.12000,4.04000
,,,40360000.00000000000,5.12000,4.04000
,,,40400000.00000000000,5.04000,4.12000
,,,40440000.00000000000,5.12000,4.12000
,,,40480000.00000000000,5.16000,4.12000
,,,40520000.00000000000,5.08000,4.12000
,,,40560000.00000000000,5.12000,4.08000
,,,40600000.00000000000,5.08000,4.08000
,,,40640000.00000000000,5.16000,4.08000
,,,40680000.00000000000,5.12000,4.08000
,,,40720000.00000000000,5.12000,4.12000
,,,40760000.00000000000,5.08000,4.08000
,,,40800000.00000000000,5.12000,4.12000
,,,40840000.00000000000,5.12000,4.08000
,,,40880000.00000000000,5.12000,4.08000
,,,40920000.00000000000,5.12000,4.12000
,,,40960000.00000000000,5.12000,4.08000
,,,41000000.00000000000,5.16000,4.08000
,,,41040000.00000000000,5.12000,4.12000
,,,41080000.00000000000,5.16000,4.12000
,,,41120000.00000000000,5.12000,4.08000
,,,41160000.00000000000,5.16000,4.12000
,,,41200000.00000000000,5.12000,4.12000
,,,41240000.00000000000,5.12000,4.08000
,,,41280000.00000000000,5.16000,4.08000
,,,41320000.00000000000,5.12000,4.12000
,,,41360000.00000000000,5.12000,4.12000
,,,41400000.00000000000,5.12000,4.08000
,,,41440000.00000000000,5.12000,4.12000
,,,41480000.00000000000,5.08000,4.04000
,,,41520000.00000000000,5.12000,4.08000
,,,41560000.00000000000,5.12000,4.08000
,,,41600000.00000000000,5.12000,4.08000
,,,41640000.00000000000,5.12000,4.12000
,,,41680000.00000000000,5.12000,4.08000
,,,41720000.00000000000,5.12000,4.12000
,,,41760000.00000000000,5.12000,4.08000
,,,41800000.00000000000,5.08000,4.04000
,,,41840000.00000000000,5.16000,4.12000
,,,41880000.00000000000,5.12000,4.12000
,,,41920000.00000000000,5.12000,4.12000
,,,41960000.00000000000,5.12000,4.12000
,,,42000000.00000000000,5.12000,4.08000
,,,42040000.00000000000,5.08000,4.12000
,,,42080000.00000000000,5.12000,4.08000
,,,42120000.00000000000,5.12000,4.08000
,,,42160000.00000000000,5.16000,4.08000
,,,42200000.00000000000,5.12000,4.08000
,,,42240000.00000000000,5.12000,4.08000
,,,42280000.00000000000,5.12000,4.12000
,,,42320000.00000000000,5.12000,4.12000
,,,42360000.00000000000,5.12000,4.08000
,,,42400000.00000000000,5.12000,4.12000
,,,42440000.00000000000,5.12000,4.08000
,,,42480000.00000000000,5.12000,4.12000
,,,42520000.00000000000,5.12000,4.04000
,,,42560000.00000000000,5.04000,4.08000
,,,42600000.00000000000,5.08000,4.08000
,,,42640000.00000000000,5.12000,4.12000
,,,42680000.00000000000,5.16000,4.12000
,,,42720000.00000000000,5.12000,4.12000
,,,42760000.00000000000,5.08000,4.12000
,,,42800000.00000000000,5.12000,4.04000
,,,42840000.00000000000,5.16000,4.12000
,,,42880000.00000000000,5.12000,4.12000
,,,42920000.00000000000,5.16000,4.08000
,,,42960000.00000000000,5.12000,4.12000
,,,43000000.00000000000,5.12000,4.08000
,,,43040000.00000000000,5.12000,4.12000
,,,43080000.00000000000,5.12000,4.08000
,,,43120000.00000000000,5.12000,4.12000
,,,43160000.00000000000,5.12000,4.12000
,,,43200000.00000000000,5.12000,4.08000
,,,43240000.00000000000,5.12000,4.12000
,,,43280000.00000000000,5.16000,4.08000
,,,43320000.00000000000,5.12000,4.08000
,,,43360000.00000000000,5.12000,4.12000
,,,43400000.00000000000,5.12000,4.08000
,,,43440000.00000000000,5.12000,4.12000
,,,43480000.00000000000,5.12000,4.08000
,,,43520000.00000000000,5.12000,4.12000
,,,43560000.00000000000,5.12000,4.12000
,,,43600000.00000000000,5.12000,4.12000
,,,43640000.00000000000,5.12000,4.12000
,,,43680000.00000000000,5.12000,4.12000
,,,43720000.00000000000,5.12000,4.12000
,,,43760000.00000000000,5.12000,4.12000
,,,43800000.00000000000,5.12000,4.12000
,,,43840000.00000000000,5.12000,4.12000
,,,43880000.00000000000,5.12000,4.12000
,,,43920000.00000000000,5.16000,4.08000
,,,43960000.00000000000,5.16000,4.08000
,,,44000000.00000000000,5.12000,4.12000
,,,44040000.00000000000,5.16000,4.12000
,,,44080000.00000000000,5.12000,4.12000
,,,44120000.00000000000,5.16000,4.12000
,,,44160000.00000000000,5.16000,4.12000
,,,44200000.00000000000,5.20000,4.12000
,,,44240000.00000000000,5.12000,4.08000
,,,44280000.00000000000,5.12000,4.16000
,,,44320000.00000000000,5.12000,4.08000
,,,44360000.00000000000,5.12000,4.12000
,,,44400000.00000000000,5.12000,4.12000
,,,44440000.00000000000,5.12000,4.12000
,,,44480000.00000000000,5.12000,4.08000
,,,44520000.00000000000,5.12000,4.12000
