Record Length,15000,,Source,CH1,CH2
Sample Interval,40000.0000000000000,,Second,Volt,Volt
,,,-207160000.00000000000,0.16000,1.12000
,,,-207120000.00000000000,0.12000,1.08000
,,,-207080000.00000000000,0.08000,1.08000
,,,-207040000.00000000000,0.24000,1.12000
,,,-207000000.00000000000,0.16000,1.08000
,,,-206960000.00000000000,0.12000,1.12000
,,,-206920000.00000000000,0.08000,1.08000
,,,-206880000.00000000000,0.08000,1.12000
,,,-206840000.00000000000,0.24000,1.12000
,,,-206800000.00000000000,0.08000,1.08000
,,,-206760000.00000000000,0.12000,1.12000
,,,-206720000.00000000000,0.12000,1.08000
,,,-206680000.00000000000,0.04000,1.12000
,,,-206640000.00000000000,0.24000,1.12000
,,,-206600000.00000000000,0.12000,1.08000
,,,-206560000.00000000000,0.08000,1.08000
,,,-206520000.00000000000,0.12000,1.08000
,,,-206480000.00000000000,0.08000,1.08000
,,,-206440000.00000000000,0.28000,1.08000
,,,-206400000.00000000000,0.08000,1.12000
,,,-206360000.00000000000,0.12000,1.12000
,,,-206320000.00000000000,0.12000,1.12000
,,,-206280000.00000000000,0.24000,1.12000
,,,-206240000.00000000000,0.12000,1.08000
,,,-206200000.00000000000,0.08000,1.12000
,,,-206160000.00000000000,0.12000,1.08000
,,,-206120000.00000000000,0.12000,1.12000
,,,-206080000.00000000000,0.24000,1.08000
,,,-206040000.00000000000,0.24000,1.08000
,,,-206000000.00000000000,0.12000,1.08000
,,,-205960000.00000000000,0.08000,1.08000
,,,-205920000.00000000000,0.08000,1.08000
,,,-205880000.00000000000,0.20000,1.08000
,,,-205840000.00000000000,0.12000,1.08000
,,,-205800000.00000000000,0.08000,1.08000
,,,-205760000.00000000000,0.12000,1.08000
,,,-205720000.00000000000,0.08000,1.08000
,,,-205680000.00000000000,0.20000,1.08000
,,,-205640000.00000000000,0.12000,1.12000
,,,-205600000.00000000000,0.12000,1.12000
,,,-205560000.00000000000,0.08000,1.08000
,,,-205520000.00000000000,0.04000,1.08000
,,,-205480000.00000000000,0.20000,1.12000
,,,-205440000.00000000000,0.12000,1.08000
,,,-205400000.00000000000,0.12000,1.12000
,,,-205360000.00000000000,0.12000,1.08000
,,,-205320000.00000000000,0.12000,1.08000
,,,-205280000.00000000000,0.24000,1.12000
,,,-205240000.00000000000,0.12000,1.08000
,,,-205200000.00000000000,0.12000,1.08000
,,,-205160000.00000000000,0.08000,1.08000
,,,-205120000.00000000000,0.12000,1.08000
,,,-205080000.00000000000,0.24000,1.08000
,,,-205040000.00000000000,0.12000,1.08000
,,,-205000000.00000000000,0.12000,1.12000
,,,-204960000.00000000000,0.12000,1.08000
,,,-204920000.00000000000,0.08000,1.08000
,,,-204880000.00000000000,0.24000,1.08000
,,,-204840000.00000000000,0.08000,1.12000
,,,-204800000.00000000000,0.12000,1.08000
,,,-204760000.00000000000,0.08000,1.08000
,,,-204720000.00000000000,0.12000,1.12000
,,,-204680000.00000000000,0.20000,1.08000
,,,-204640000.00000000000,0.12000,1.08000
,,,-204600000.00000000000,0.08000,1.12000
,,,-204560000.00000000000,0.08000,1.12000
,,,-204520000.00000000000,0.08000,1.08000
,,,-204480000.00000000000,0.24000,1.08000
,,,-204440000.00000000000,0.12000,1.08000
,,,-204400000.00000000000,0.12000,1.08000
,,,-204360000.00000000000,0.08000,1.12000
,,,-204320000.00000000000,0.12000,1.08000
,,,-204280000.00000000000,0.24000,1.08000
,,,-204240000.00000000000,0.12000,1.08000
,,,-204200000.00000000000,0.16000,1.12000
,,,-204160000.00000000000,0.12000,1.12000
,,,-204120000.00000000000,0.08000,1.12000
,,,-204080000.00000000000,0.28000,1.08000
,,,-204040000.00000000000,0.28000,1.08000
,,,-204000000.00000000000,0.16000,1.12000
,,,-203960000.00000000000,0.08000,1.08000
,,,-203920000.00000000000,0.08000,1.08000
,,,-203880000.00000000000,0.24000,1.08000
,,,-203840000.00000000000,0.08000,1.12000
,,,-203800000.00000000000,0.08000,1.12000
,,,-203760000.00000000000,0.08000,1.08000
,,,-203720000.00000000000,0.04000,1.12000
,,,-203680000.00000000000,0.20000,1.04000
,,,-203640000.00000000000,0.08000,1.08000
,,,-203600000.00000000000,0.08000,1.08000
,,,-203560000.00000000000,0.08000,1.08000
,,,-203520000.00000000000,0.12000,1.08000
,,,-203480000.00000000000,0.24000,1.08000
,,,-203440000.00000000000,0.12000,1.08000
,,,-203400000.00000000000,0.12000,1.08000
,,,-203360000.00000000000,0.08000,1.12000
,,,-203320000.00000000000,0.08000,1.08000
,,,-203280000.00000000000,0.12000,1.08000
,,,-203240000.00000000000,0.16000,1.08000
,,,-203200000.00000000000,0.12000,1.08000
,,,-203160000.00000000000,0.12000,1.12000
,,,-203120000.00000000000,0.24000,1.08000
,,,-203080000.00000000000,0.12000,1.08000
,,,-203040000.00000000000,0.12000,1.08000
,,,-203000000.00000000000,0.12000,1.12000
,,,-202960000.00000000000,0.08000,1.12000
,,,-202920000.00000000000,0.16000,1.12000
,,,-202880000.00000000000,0.12000,1.08000
,,,-202840000.00000000000,0.08000,1.08000
,,,-202800000.00000000000,0.08000,1.08000
,,,-202760000.00000000000,0.00,1.08000
,,,-202720000.00000000000,0.16000,1.12000
,,,-202680000.00000000000,0.12000,1.12000
,,,-202640000.00000000000,0.12000,1.08000
,,,-202600000.00000000000,0.12000,1.08000
,,,-202560000.00000000000,0.08000,1.08000
,,,-202520000.00000000000,0.24000,1.12000
,,,-202480000.00000000000,0.12000,1.08000
,,,-202440000.00000000000,0.12000,1.08000
,,,-202400000.00000000000,0.12000,1.08000
,,,-202360000.00000000000,0.12000,1.08000
,,,-202320000.00000000000,0.20000,1.08000
,,,-202280000.00000000000,0.16000,1.08000
,,,-202240000.00000000000,0.12000,1.08000
,,,-202200000.00000000000,0.12000,1.12000
,,,-202160000.00000000000,0.12000,1.12000
,,,-202120000.00000000000,0.24000,1.08000
,,,-202080000.00000000000,0.12000,1.12000
,,,-202040000.00000000000,0.12000,1.12000
,,,-202000000.00000000000,0.12000,1.08000
,,,-201960000.00000000000,0.12000,1.08000
,,,-201920000.00000000000,0.24000,1.08000
,,,-201880000.00000000000,0.12000,1.04000
,,,-201840000.00000000000,0.08000,1.08000
,,,-201800000.00000000000,0.04000,1.12000
,,,-201760000.00000000000,0.04000,1.08000
,,,-201720000.00000000000,0.24000,1.08000
,,,-201680000.00000000000,0.12000,1.12000
,,,-201640000.00000000000,0.08000,1.12000
,,,-201600000.00000000000,0.08000,1.08000
,,,-201560000.00000000000,0.08000,1.08000
,,,-201520000.00000000000,0.24000,1.08000
,,,-201480000.00000000000,0.08000,1.08000
,,,-201440000.00000000000,0.12000,1.08000
,,,-201400000.00000000000,0.12000,1.08000
,,,-201360000.00000000000,0.08000,1.08000
,,,-201320000.00000000000,0.28000,1.08000
,,,-201280000.00000000000,0.12000,1.08000
,,,-201240000.00000000000,0.12000,1.08000
,,,-201200000.00000000000,0.08000,1.08000
,,,-201160000.00000000000,0.12000,1.08000
,,,-201120000.00000000000,0.28000,1.12000
,,,-201080000.00000000000,0.12000,1.08000
,,,-201040000.00000000000,0.12000,1.08000
,,,-201000000.00000000000,0.12000,1.08000
,,,-200960000.00000000000,0.08000,1.08000
,,,-200920000.00000000000,0.24000,1.08000
,,,-200880000.00000000000,0.12000,1.08000
,,,-200840000.00000000000,0.12000,1.08000
,,,-200800000.00000000000,0.08000,1.08000
,,,-200760000.00000000000,0.08000,1.08000
,,,-200720000.00000000000,0.24000,1.08000
,,,-200680000.00000000000,0.08000,1.12000
,,,-200640000.00000000000,0.12000,1.08000
,,,-200600000.00000000000,0.08000,1.08000
,,,-200560000.00000000000,0.08000,1.08000
,,,-200520000.00000000000,0.24000,1.08000
,,,-200480000.00000000000,0.12000,1.08000
,,,-200440000.00000000000,0.12000,1.08000
,,,-200400000.00000000000,0.12000,1.12000
,,,-200360000.00000000000,0.04000,1.04000
,,,-200320000.00000000000,0.16000,1.08000
,,,-200280000.00000000000,0.12000,1.08000
,,,-200240000.00000000000,0.12000,1.08000
,,,-200200000.00000000000,0.12000,1.08000
,,,-200160000.00000000000,0.24000,1.08000
,,,-200120000.00000000000,0.12000,1.08000
,,,-200080000.00000000000,0.12000,1.08000
,,,-200040000.00000000000,0.12000,1.08000
,,,-200000000.00000000000,0.12000,1.12000
,,,-199960000.00000000000,0.20000,1.08000
,,,-199920000.00000000000,0.12000,1.08000
,,,-199880000.00000000000,0.12000,1.08000
,,,-199840000.00000000000,0.08000,1.08000
,,,-199800000.00000000000,0.04000,1.08000
,,,-199760000.00000000000,0.20000,1.08000
,,,-199720000.00000000000,0.12000,1.12000
,,,-199680000.00000000000,0.08000,1.12000
,,,-199640000.00000000000,0.00,1.08000
,,,-199600000.00000000000,0.04000,1.12000
,,,-199560000.00000000000,0.24000,1.08000
,,,-199520000.00000000000,0.08000,1.08000
,,,-199480000.00000000000,0.12000,1.12000
,,,-199440000.00000000000,0.08000,1.12000
,,,-199400000.00000000000,0.12000,1.08000
,,,-199360000.00000000000,0.24000,1.12000
,,,-199320000.00000000000,0.12000,1.08000
,,,-199280000.00000000000,0.08000,1.12000
,,,-199240000.00000000000,0.08000,1.12000
,,,-199200000.00000000000,0.08000,1.08000
,,,-199160000.00000000000,0.24000,1.12000
,,,-199120000.00000000000,0.12000,1.12000
,,,-199080000.00000000000,0.12000,1.08000
,,,-199040000.00000000000,0.12000,1.04000
,,,-199000000.00000000000,0.12000,1.12000
,,,-198960000.00000000000,0.20000,1.08000
,,,-198920000.00000000000,0.12000,1.04000
,,,-198880000.00000000000,0.12000,1.08000
,,,-198840000.00000000000,0.12000,1.12000
,,,-198800000.00000000000,0.08000,1.08000
,,,-198760000.00000000000,0.16000,1.08000
,,,-198720000.00000000000,0.12000,1.08000
,,,-198680000.00000000000,0.08000,1.12000
,,,-198640000.00000000000,0.08000,1.12000
,,,-198600000.00000000000,0.00,1.04000
,,,-198560000.00000000000,0.20000,1.12000
,,,-198520000.00000000000,0.12000,1.08000
,,,-198480000.00000000000,0.12000,1.08000
,,,-198440000.00000000000,0.08000,1.08000
,,,-198400000.00000000000,0.08000,1.08000
,,,-198360000.00000000000,0.24000,1.08000
,,,-198320000.00000000000,0.16000,1.08000
,,,-198280000.00000000000,0.12000,1.12000
,,,-198240000.00000000000,0.12000,1.08000
,,,-198200000.00000000000,0.12000,1.08000
,,,-198160000.00000000000,0.24000,1.08000
,,,-198120000.00000000000,0.12000,1.08000
,,,-198080000.00000000000,0.12000,1.08000
,,,-198040000.00000000000,0.12000,1.08000
,,,-198000000.00000000000,0.08000,1.12000
,,,-197960000.00000000000,0.24000,1.04000
,,,-197920000.00000000000,0.12000,1.08000
,,,-197880000.00000000000,0.12000,1.08000
,,,-197840000.00000000000,0.08000,1.08000
,,,-197800000.00000000000,0.00,1.08000
,,,-197760000.00000000000,0.24000,1.08000
,,,-197720000.00000000000,0.08000,1.08000
,,,-197680000.00000000000,0.08000,1.12000
,,,-197640000.00000000000,0.08000,1.08000
,,,-197600000.00000000000,0.08000,1.12000
,,,-197560000.00000000000,0.24000,1.08000
,,,-197520000.00000000000,0.12000,1.04000
,,,-197480000.00000000000,0.12000,1.08000
,,,-197440000.00000000000,0.08000,1.12000
,,,-197400000.00000000000,0.08000,1.12000
,,,-197360000.00000000000,0.12000,1.08000
,,,-197320000.00000000000,0.12000,1.08000
,,,-197280000.00000000000,0.12000,1.08000
,,,-197240000.00000000000,0.12000,1.08000
,,,-197200000.00000000000,0.24000,1.08000
,,,-197160000.00000000000,0.20000,1.08000
,,,-197120000.00000000000,0.12000,1.08000
,,,-197080000.00000000000,0.12000,1.12000
,,,-197040000.00000000000,0.12000,1.08000
,,,-197000000.00000000000,0.24000,1.12000
,,,-196960000.00000000000,0.12000,1.12000
,,,-196920000.00000000000,0.12000,1.08000
,,,-196880000.00000000000,0.12000,1.12000
,,,-196840000.00000000000,0.04000,1.12000
,,,-196800000.00000000000,0.20000,1.08000
,,,-196760000.00000000000,0.12000,1.12000
,,,-196720000.00000000000,0.08000,1.08000
,,,-196680000.00000000000,0.12000,1.08000
,,,-196640000.00000000000,0.04000,1.12000
,,,-196600000.00000000000,0.24000,1.12000
,,,-196560000.00000000000,0.12000,1.08000
,,,-196520000.00000000000,0.08000,1.08000
,,,-196480000.00000000000,0.08000,1.08000
,,,-196440000.00000000000,0.08000,1.12000
,,,-196400000.00000000000,0.24000,1.08000
,,,-196360000.00000000000,0.12000,1.08000
,,,-196320000.00000000000,0.12000,1.12000
,,,-196280000.00000000000,0.12000,1.08000
,,,-196240000.00000000000,0.08000,1.08000
,,,-196200000.00000000000,0.24000,1.12000
,,,-196160000.00000000000,0.12000,1.08000
,,,-196120000.00000000000,0.12000,1.08000
,,,-196080000.00000000000,0.08000,1.08000
,,,-196040000.00000000000,0.08000,1.08000
,,,-196000000.00000000000,0.08000,1.12000
,,,-195960000.00000000000,0.12000,1.08000
,,,-195920000.00000000000,0.08000,1.12000
,,,-195880000.00000000000,0.08000,1.08000
,,,-195840000.00000000000,0.20000,1.08000
,,,-195800000.00000000000,0.12000,1.08000
,,,-195760000.00000000000,0.12000,1.08000
,,,-195720000.00000000000,0.04000,1.08000
,,,-195680000.00000000000,0.08000,1.08000
,,,-195640000.00000000000,0.24000,1.08000
,,,-195600000.00000000000,0.12000,1.12000
,,,-195560000.00000000000,0.08000,1.12000
,,,-195520000.00000000000,0.08000,1.08000
,,,-195480000.00000000000,0.08000,1.08000
,,,-195440000.00000000000,0.24000,1.08000
,,,-195400000.00000000000,0.12000,1.12000
,,,-195360000.00000000000,0.12000,1.08000
,,,-195320000.00000000000,0.12000,1.12000
,,,-195280000.00000000000,0.12000,1.12000
,,,-195240000.00000000000,0.24000,1.12000
,,,-195200000.00000000000,0.12000,1.08000
,,,-195160000.00000000000,0.12000,1.08000
,,,-195120000.00000000000,0.12000,1.08000
,,,-195080000.00000000000,0.00,1.08000
,,,-195040000.00000000000,0.28000,1.12000
,,,-195000000.00000000000,0.08000,1.08000
,,,-194960000.00000000000,0.12000,1.12000
,,,-194920000.00000000000,0.12000,1.12000
,,,-194880000.00000000000,0.04000,1.12000
,,,-194840000.00000000000,0.24000,1.08000
,,,-194800000.00000000000,0.12000,1.08000
,,,-194760000.00000000000,0.08000,1.08000
,,,-194720000.00000000000,0.08000,1.08000
,,,-194680000.00000000000,0.04000,1.12000
,,,-194640000.00000000000,0.24000,1.08000
,,,-194600000.00000000000,0.12000,1.12000
,,,-194560000.00000000000,0.08000,1.08000
,,,-194520000.00000000000,0.08000,1.08000
,,,-194480000.00000000000,0.08000,1.08000
,,,-194440000.00000000000,0.12000,1.08000
,,,-194400000.00000000000,0.12000,1.08000
,,,-194360000.00000000000,0.12000,1.08000
,,,-194320000.00000000000,0.08000,1.08000
,,,-194280000.00000000000,0.24000,1.08000
,,,-194240000.00000000000,0.16000,1.12000
,,,-194200000.00000000000,0.16000,1.08000
,,,-194160000.00000000000,0.12000,1.08000
,,,-194120000.00000000000,0.12000,1.08000
,,,-194080000.00000000000,0.12000,1.08000
,,,-194040000.00000000000,0.12000,1.08000
,,,-194000000.00000000000,0.20000,1.12000
,,,-193960000.00000000000,0.12000,1.08000
,,,-193920000.00000000000,0.12000,1.12000
,,,-193880000.00000000000,0.12000,1.08000
,,,-193840000.00000000000,0.12000,1.12000
,,,-193800000.00000000000,0.20000,1.08000
,,,-193760000.00000000000,0.08000,1.08000
,,,-193720000.00000000000,0.12000,1.12000
,,,-193680000.00000000000,0.08000,1.08000
,,,-193640000.00000000000,0.08000,1.12000
,,,-193600000.00000000000,0.20000,1.08000
,,,-193560000.00000000000,0.12000,1.08000
,,,-193520000.00000000000,0.08000,1.08000
,,,-193480000.00000000000,0.12000,1.08000
,,,-193440000.00000000000,0.08000,1.08000
,,,-193400000.00000000000,0.24000,1.08000
,,,-193360000.00000000000,0.12000,1.12000
,,,-193320000.00000000000,0.12000,1.08000
,,,-193280000.00000000000,0.12000,1.12000
,,,-193240000.00000000000,0.08000,1.08000
,,,-193200000.00000000000,0.24000,1.08000
,,,-193160000.00000000000,0.12000,1.08000
,,,-193120000.00000000000,0.12000,1.08000
,,,-193080000.00000000000,0.12000,1.12000
,,,-193040000.00000000000,0.12000,1.08000
,,,-193000000.00000000000,0.24000,1.08000
,,,-192960000.00000000000,0.12000,1.08000
,,,-192920000.00000000000,0.12000,1.08000
,,,-192880000.00000000000,0.08000,1.08000
,,,-192840000.00000000000,0.08000,1.08000
,,,-192800000.00000000000,0.16000,1.08000
,,,-192760000.00000000000,0.12000,1.08000
,,,-192720000.00000000000,0.08000,1.12000
,,,-192680000.00000000000,0.08000,1.08000
,,,-192640000.00000000000,0.08000,1.08000
,,,-192600000.00000000000,0.16000,1.08000
,,,-192560000.00000000000,0.16000,1.08000
,,,-192520000.00000000000,0.12000,1.08000
,,,-192480000.00000000000,0.08000,1.12000
,,,-192440000.00000000000,0.08000,1.08000
,,,-192400000.00000000000,0.24000,1.12000
,,,-192360000.00000000000,0.16000,1.08000
,,,-192320000.00000000000,0.12000,1.08000
,,,-192280000.00000000000,0.12000,1.08000
,,,-192240000.00000000000,0.12000,1.08000
,,,-192200000.00000000000,0.24000,1.08000
,,,-192160000.00000000000,0.12000,1.08000
,,,-192120000.00000000000,0.12000,1.08000
,,,-192080000.00000000000,0.12000,1.12000
,,,-192040000.00000000000,0.12000,1.12000
,,,-192000000.00000000000,0.28000,1.12000
,,,-191960000.00000000000,0.12000,1.08000
,,,-191920000.00000000000,0.12000,1.12000
,,,-191880000.00000000000,0.12000,1.08000
,,,-191840000.00000000000,0.08000,1.08000
,,,-191800000.00000000000,0.24000,1.08000
,,,-191760000.00000000000,0.08000,1.08000
,,,-191720000.00000000000,0.04000,1.08000
,,,-191680000.00000000000,0.08000,1.08000
,,,-191640000.00000000000,0.04000,1.08000
,,,-191600000.00000000000,0.24000,1.12000
,,,-191560000.00000000000,0.08000,1.08000
,,,-191520000.00000000000,0.08000,1.12000
,,,-191480000.00000000000,0.12000,1.08000
,,,-191440000.00000000000,0.04000,1.12000
,,,-191400000.00000000000,0.28000,1.08000
,,,-191360000.00000000000,0.12000,1.08000
,,,-191320000.00000000000,0.12000,1.08000
,,,-191280000.00000000000,0.12000,1.12000
,,,-191240000.00000000000,0.20000,1.12000
,,,-191200000.00000000000,0.12000,1.12000
,,,-191160000.00000000000,0.12000,1.12000
,,,-191120000.00000000000,0.12000,1.12000
,,,-191080000.00000000000,0.12000,1.12000
,,,-191040000.00000000000,0.20000,1.08000
,,,-191000000.00000000000,0.12000,1.08000
,,,-190960000.00000000000,0.12000,1.12000
,,,-190920000.00000000000,0.12000,1.08000
,,,-190880000.00000000000,0.08000,1.12000
,,,-190840000.00000000000,0.20000,1.12000
,,,-190800000.00000000000,0.12000,1.08000
,,,-190760000.00000000000,0.08000,1.08000
,,,-190720000.00000000000,0.12000,1.08000
,,,-190680000.00000000000,0.04000,1.12000
,,,-190640000.00000000000,0.20000,1.08000
,,,-190600000.00000000000,0.12000,1.08000
,,,-190560000.00000000000,0.08000,1.12000
,,,-190520000.00000000000,0.12000,1.08000
,,,-190480000.00000000000,0.08000,1.04000
,,,-190440000.00000000000,0.20000,1.08000
,,,-190400000.00000000000,0.12000,1.08000
,,,-190360000.00000000000,0.12000,1.12000
,,,-190320000.00000000000,0.12000,1.08000
,,,-190280000.00000000000,0.12000,1.12000
,,,-190240000.00000000000,0.28000,1.08000
,,,-190200000.00000000000,0.16000,1.08000
,,,-190160000.00000000000,0.12000,1.08000
,,,-190120000.00000000000,0.12000,1.08000
,,,-190080000.00000000000,0.12000,1.12000
,,,-190040000.00000000000,0.12000,1.12000
,,,-190000000.00000000000,0.12000,1.08000
,,,-189960000.00000000000,0.12000,1.08000
,,,-189920000.00000000000,0.12000,1.08000
,,,-189880000.00000000000,0.08000,1.08000
,,,-189840000.00000000000,0.24000,1.08000
,,,-189800000.00000000000,0.08000,1.08000
,,,-189760000.00000000000,0.08000,1.08000
,,,-189720000.00000000000,0.08000,1.12000
,,,-189680000.00000000000,0.04000,1.12000
,,,-189640000.00000000000,0.20000,1.08000
,,,-189600000.00000000000,0.12000,1.12000
,,,-189560000.00000000000,0.08000,1.08000
,,,-189520000.00000000000,0.08000,1.08000
,,,-189480000.00000000000,0.04000,1.08000
,,,-189440000.00000000000,0.24000,1.12000
,,,-189400000.00000000000,0.08000,1.12000
,,,-189360000.00000000000,0.12000,1.08000
,,,-189320000.00000000000,0.12000,1.12000
,,,-189280000.00000000000,0.08000,1.08000
,,,-189240000.00000000000,0.28000,1.08000
,,,-189200000.00000000000,0.12000,1.08000
,,,-189160000.00000000000,0.16000,1.04000
,,,-189120000.00000000000,0.12000,1.12000
,,,-189080000.00000000000,0.08000,1.08000
,,,-189040000.00000000000,0.28000,1.08000
,,,-189000000.00000000000,0.12000,1.12000
,,,-188960000.00000000000,0.12000,1.08000
,,,-188920000.00000000000,0.12000,1.08000
,,,-188880000.00000000000,0.08000,1.12000
,,,-188840000.00000000000,0.24000,1.08000
,,,-188800000.00000000000,0.12000,1.08000
,,,-188760000.00000000000,0.08000,1.08000
,,,-188720000.00000000000,0.08000,1.08000
,,,-188680000.00000000000,0.08000,1.08000
,,,-188640000.00000000000,0.24000,1.12000
,,,-188600000.00000000000,0.08000,1.08000
,,,-188560000.00000000000,0.08000,1.04000
,,,-188520000.00000000000,0.12000,1.08000
,,,-188480000.00000000000,0.08000,1.12000
,,,-188440000.00000000000,0.28000,1.08000
,,,-188400000.00000000000,0.08000,1.08000
,,,-188360000.00000000000,0.12000,1.08000
,,,-188320000.00000000000,0.12000,1.08000
,,,-188280000.00000000000,0.08000,1.12000
,,,-188240000.00000000000,0.12000,1.08000
,,,-188200000.00000000000,0.12000,1.08000
,,,-188160000.00000000000,0.12000,1.08000
,,,-188120000.00000000000,0.12000,1.04000
,,,-188080000.00000000000,0.24000,1.12000
,,,-188040000.00000000000,0.24000,1.12000
,,,-188000000.00000000000,0.16000,1.12000
,,,-187960000.00000000000,0.08000,1.08000
,,,-187920000.00000000000,0.08000,1.12000
,,,-187880000.00000000000,0.20000,1.08000
,,,-187840000.00000000000,0.12000,1.12000
,,,-187800000.00000000000,0.12000,1.12000
,,,-187760000.00000000000,0.08000,1.08000
,,,-187720000.00000000000,0.08000,1.08000
,,,-187680000.00000000000,0.16000,1.08000
,,,-187640000.00000000000,0.08000,1.12000
,,,-187600000.00000000000,0.08000,1.12000
,,,-187560000.00000000000,0.08000,1.12000
,,,-187520000.00000000000,0.12000,1.12000
,,,-187480000.00000000000,0.20000,1.12000
,,,-187440000.00000000000,0.12000,1.08000
,,,-187400000.00000000000,0.12000,1.08000
,,,-187360000.00000000000,0.12000,1.08000
,,,-187320000.00000000000,0.08000,1.08000
,,,-187280000.00000000000,0.20000,1.08000
,,,-187240000.00000000000,0.16000,1.12000
,,,-187200000.00000000000,0.12000,1.12000
,,,-187160000.00000000000,0.12000,1.08000
,,,-187120000.00000000000,0.12000,1.12000
,,,-187080000.00000000000,0.20000,1.08000
,,,-187040000.00000000000,0.16000,1.12000
,,,-187000000.00000000000,0.12000,1.12000
,,,-186960000.00000000000,0.12000,1.08000
,,,-186920000.00000000000,0.08000,1.08000
,,,-186880000.00000000000,0.28000,1.08000
,,,-186840000.00000000000,0.12000,1.12000
,,,-186800000.00000000000,0.12000,1.12000
,,,-186760000.00000000000,0.08000,1.08000
,,,-186720000.00000000000,0.08000,1.12000
,,,-186680000.00000000000,0.20000,1.08000
,,,-186640000.00000000000,0.08000,1.12000
,,,-186600000.00000000000,0.08000,1.12000
,,,-186560000.00000000000,0.08000,1.08000
,,,-186520000.00000000000,0.08000,1.08000
,,,-186480000.00000000000,0.24000,1.12000
,,,-186440000.00000000000,0.12000,1.08000
,,,-186400000.00000000000,0.12000,1.08000
,,,-186360000.00000000000,0.12000,1.08000
,,,-186320000.00000000000,0.00,1.12000
,,,-186280000.00000000000,0.24000,1.08000
,,,-186240000.00000000000,0.12000,1.08000
,,,-186200000.00000000000,0.12000,1.08000
,,,-186160000.00000000000,0.12000,1.08000
,,,-186120000.00000000000,0.08000,1.08000
,,,-186080000.00000000000,0.28000,1.08000
,,,-186040000.00000000000,0.28000,1.08000
,,,-186000000.00000000000,0.16000,1.08000
,,,-185960000.00000000000,0.12000,1.08000
,,,-185920000.00000000000,0.12000,1.12000
,,,-185880000.00000000000,0.24000,1.12000
,,,-185840000.00000000000,0.12000,1.08000
,,,-185800000.00000000000,0.12000,1.08000
,,,-185760000.00000000000,0.08000,1.08000
,,,-185720000.00000000000,0.04000,1.12000
,,,-185680000.00000000000,0.24000,1.08000
,,,-185640000.00000000000,0.08000,1.12000
,,,-185600000.00000000000,0.08000,1.08000
,,,-185560000.00000000000,0.08000,1.12000
,,,-185520000.00000000000,0.08000,1.12000
,,,-185480000.00000000000,0.24000,1.08000
,,,-185440000.00000000000,0.12000,1.08000
,,,-185400000.00000000000,0.12000,1.12000
,,,-185360000.00000000000,0.08000,1.12000
,,,-185320000.00000000000,0.08000,1.12000
,,,-185280000.00000000000,0.08000,1.12000
,,,-185240000.00000000000,0.12000,1.08000
,,,-185200000.00000000000,0.16000,1.08000
,,,-185160000.00000000000,0.08000,1.08000
,,,-185120000.00000000000,0.24000,1.08000
,,,-185080000.00000000000,0.12000,1.08000
,,,-185040000.00000000000,0.16000,1.08000
,,,-185000000.00000000000,0.08000,1.12000
,,,-184960000.00000000000,0.08000,1.08000
,,,-184920000.00000000000,0.24000,1.12000
,,,-184880000.00000000000,0.12000,1.08000
,,,-184840000.00000000000,0.08000,1.08000
,,,-184800000.00000000000,0.08000,1.08000
,,,-184760000.00000000000,0.04000,1.12000
,,,-184720000.00000000000,0.16000,1.12000
,,,-184680000.00000000000,0.12000,1.08000
,,,-184640000.00000000000,0.08000,1.08000
,,,-184600000.00000000000,0.08000,1.08000
,,,-184560000.00000000000,0.08000,1.08000
,,,-184520000.00000000000,0.20000,1.12000
,,,-184480000.00000000000,0.08000,1.12000
,,,-184440000.00000000000,0.08000,1.08000
,,,-184400000.00000000000,0.08000,1.08000
,,,-184360000.00000000000,0.12000,1.08000
,,,-184320000.00000000000,0.20000,1.12000
,,,-184280000.00000000000,0.12000,1.12000
,,,-184240000.00000000000,0.12000,1.12000
,,,-184200000.00000000000,0.12000,1.08000
,,,-184160000.00000000000,0.08000,1.08000
,,,-184120000.00000000000,0.24000,1.12000
,,,-184080000.00000000000,0.12000,1.08000
,,,-184040000.00000000000,0.12000,1.08000
,,,-184000000.00000000000,0.12000,1.08000
,,,-183960000.00000000000,0.08000,1.12000
,,,-183920000.00000000000,0.24000,1.12000
,,,-183880000.00000000000,0.08000,1.08000
,,,-183840000.00000000000,0.12000,1.12000
,,,-183800000.00000000000,0.08000,1.12000
,,,-183760000.00000000000,0.08000,1.08000
,,,-183720000.00000000000,0.16000,1.08000
,,,-183680000.00000000000,0.12000,1.08000
,,,-183640000.00000000000,0.12000,1.08000
,,,-183600000.00000000000,0.08000,1.12000
,,,-183560000.00000000000,0.04000,1.12000
,,,-183520000.00000000000,0.24000,1.12000
,,,-183480000.00000000000,0.12000,1.08000
,,,-183440000.00000000000,0.08000,1.12000
,,,-183400000.00000000000,0.12000,1.08000
,,,-183360000.00000000000,0.08000,1.08000
,,,-183320000.00000000000,0.24000,1.12000
,,,-183280000.00000000000,0.12000,1.08000
,,,-183240000.00000000000,0.12000,1.08000
,,,-183200000.00000000000,0.12000,1.12000
,,,-183160000.00000000000,0.08000,1.08000
,,,-183120000.00000000000,5.00000,1.08000
,,,-183080000.00000000000,5.08000,1.08000
,,,-183040000.00000000000,5.04000,1.08000
,,,-183000000.00000000000,5.04000,1.12000
,,,-182960000.00000000000,5.04000,1.08000
